id,title,artist,timestamp,score
2dgrYdgguVZKeCsrVb9XEs,What's the Use?,Mac Miller,1533763002,1
2gvcy8LxasMzqWqPJVgsmQ,Word O.K.,KOOL A.D.,1533763224,1
0pi5YiOUYF8fxVMkMbHMsm,SAVOR.WAVS,RZA,1533763484,1
15eduSFXnQfnQvcmWHDBPi,Down the Line,Beach Fossils,1533763703,1
2IUrNMMUn8fJA1KV5sg97p,Marissa,Jon Bap,1533763826,1
7abPXehMoF3iV4LJddq8ar,Kill the Dream,Jerry Paper,1533764084,1
7lhkOb0VNnTlshwifCEoSr,Molasses,Earl Sweatshirt,1533764216,1
1jQyc3hZdalk3jCIfgTdcn,Don't Come Home Today,Good Morning,1533764400,1
0BSPhsCKfwENstErymcD80,Adam and Eve,Nas,1533764645,1
0sqqAc8vWxgmAhsigJS50b,Night Breeze,Jinsang,1533764766,1
23XmBijMpljQqee05QvmTt,Fkku,NxWorries,1533764905,1
3UhwLECceDZeKBr6xhw3fy,Whatever Dude,Injury Reserve,1533773383,1
2RXwaxD5vfbNjsu5FPWb46,Rolling On,The Murlocs,1533773605,1
1wImUPvZ4AwcalEK6ZR17b,100 Spokes,Curren$y,1533773790,1
4l6Ni4ym9y3am94yvuKHcY,Lay-by,Tennyson,1533774072,1
59Lf7JZarHeKndgFleAHJC,Let's Organize,Organized Konfusion,1533774403,1
1P3eYnB5KiF4S2qZ7iQnOP,Raid,Madvillain,1533774548,1
5FHXxdJeq1iAE9PjDTEgyd,The World Is Yours,Nas,1533774868,1
6y8CSbkH7Vlq4SwUE9tzqf,Burgundy Whip,MED,1533775091,1
0xv7f0iJxtzLTGO9eDwlbh,Summer Salt,Summer Salt,1533775245,1
5g3TDpgy1J1woAUVuj21EE,Polish Girl,Neon Indian,1533775514,1
3ToO9EBuxj9gOgA5ZWbzJU,World In My Hands,Saba,1533775745,1
71D8JaDTJU7JDaZHdL5bL4,West Coast,Fredfades,1533775864,1
49fueUd2ik003xurF75RB6,Under the Sheets,HOMESHAKE,1533780071,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533780187,1
5SXVHZqF1iFzveLzeamg70,Miracle,Jurassic Shark,1533780396,1
7KwJrAQMoJyUEBes3evMLv,Orpheus Under the Influence,The Buttertones,1533780528,1
4vTCp3sD36YIm2PsJ1w5CT,Kinky Lola,Francobollo,1533780734,1
4hSfY4G2SIUlwGViX1ve6J,The Art School Kids,Slow Hollows,1533781176,1
32Kr5OQI0yavpQLNKEskUL,Never Trust a Junkie,Dante Elephante,1533781377,1
61sHYSKJSyndNCLtmtRcv3,Maybe,Jurassic Shark,1533781602,1
0GARqhVTsP5GA6q1G3xWph,California Here We Go,The Garden,1533782203,1
6UjeFOCGYgMpBUtqKg1Je3,Alien Blues,Vundabar,1533782365,1
7JpyVb9xf29fLq2yYfMvl3,Someday Soon,Harlem,1533782522,1
5vw6mb5UUdA3vVQfcFN8yA,No Waves,FIDLAR,1533782653,1
53dkS3h9uTNsWYZTPacnpx,Oldie,Odd Future,1533840427,1
49fueUd2ik003xurF75RB6,Under the Sheets,HOMESHAKE,1533840650,1
1XQhZctQWzkznclbmbE7FQ,Everything I Am,Kanye West,1533840898,1
6bYWdnmdsTTKiQWWsQ3ZAB,For Da Brothaz,Kool G Rap,1533841189,1
1KFtR58Hn1nQ9fR0DRnC9n,It'll All Be Over,Supreme Jubilees,1533841513,1
4htrQYWuhYis2w8DqLhpoU,wurkn class,lojii,1533841979,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533842219,1
5OUTFH5acycdnf8OVo21Gv,Television / So Far So Good,Rex Orange County,1533842825,1
5dcZUsgcMW57ju0A379O7c,Them Changes,Thundercat,1533843208,1
2kGMBOPXMtb9gxzVYdplg9,Two Fish and an Elephant,Khruangbin,1533843436,1
5oJ6pSfpV5HH9QBeXyNMjJ,Suddenly,A$AP Rocky,1533843801,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533847987,1
4Z9npQ93MrnIkRcTBKwSa3,Looks,Steve Lacy,1533848570,1
5GUvXUx0GbyBKO2f8yQxFn,Mona Lisa,Monte Booker,1533848743,1
322vI2bPcLJeDxltXD9hzD,Lyk Dis,NxWorries,1533848906,1
1uDrIgjVtFsrrWWctCxoBL,Grown Up,Danny Brown,1533849074,1
5nVK2UTeK0vJYePgxOjFPz,Work,Maxo Kream,1533849330,1
2z4JYKZDLlFziglbMBKce0,JBS,Chaz Bundick Meets The Mattson 2,1533856343,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1533856608,1
4isFUxQUxqEGUbwnYIV1se,Droogs,NxWorries,1533856964,1
6R1qYGx8abmNGz0yPNQQpL,Chameleon World,Jerry Paper,1533857140,1
5ICdHl6m8XMMZbvAR3fylo,Guilty,Lady Wray,1533857371,1
7qPdc4CH1GGZaHBImyoZ69,Tesselation,Mild High Club,1533857547,1
5dcZUsgcMW57ju0A379O7c,Them Changes,Thundercat,1533857755,1
7tUUZ74ZhKN8B1IiMREYlO,Sense,King Gizzard & The Lizard Wizard,1533857988,1
1tdmrgGO5H0zWRkNqT6UT4,I'm the Moon,Spooky Mansion,1533870641,1
3Eaj6hXJ8EA0kDD5vELuZ1,Where Is Love?,The Equatics,1533870993,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1533925841,1
5RgriAx2GoIw4OGMH3UY7z,Toasted (feat. Devin the Dude),Joomanji,1533925964,1
4N6exMSMqY4peFgmppsG89,The Epilogue,Evidence,1533926148,1
18rQjB8xZ46yx4ZXbytc18,Whatgoesaround,Cookin Soul,1533926273,1
5GUvXUx0GbyBKO2f8yQxFn,Mona Lisa,Monte Booker,1533926452,1
1ObnPgxqaii7HaaehgBaYN,40 Winks - Instrumental,Jonwayne,1533926946,1
1pGAvZo2axYXAXYiSeYEqY,911 / Mr. Lonely,"Tyler, The Creator",1533927449,1
4qQFwn7DUSL3qV8psue32d,Anyone,Swim Mountain,1533928714,1
5HGUspDizYWe0Wiu1zrpO9,ENTITY,Cassius Clay,1533928933,1
2bXNVNDdYvAXxf5f33WHy7,Cilvia Demo,Isaiah Rashad,1533929153,1
1oSOyE9Ap4PNSpxfirRPDs,Acid Test,River Tiber,1533929565,1
6YuuVQrKl7szCoRFwsDnie,Picasso,The 49ers,1533929753,1
3TZ3MrnTDMGk9dAqlxhI5Y,Spent Missing (feat. Charlotte Day Wilson),froyo ma,1533929919,1
49fueUd2ik003xurF75RB6,Under the Sheets,HOMESHAKE,1533930394,1
7e5SGWf9p2SpzKBjgWlzdq,Comfort Zone,Evil Needle,1533930623,1
1gwB979FoRSQhD4HfwlfMD,A1day1 (feat. Racella),Warm Brew,1533930853,1
7JIbqoUBpb3E9YdnVTvwdO,Lemon Grass,Bishop Nehru,1533931011,1
3ipzZgH1766XXRamVwk1Iw,I Juswanna Chill,Large Professor,1533931215,1
58yWJFglBzvZ7Zao70lGtJ,Fall In Love (Your Funeral),Erykah Badu,1533931608,1
1cJnzAIutJrrO8NUGd6347,Paradise Waiting,Vacationer,1533931789,1
4xZNRIiWsgKZ51dHDvOfh1,Worlds To Run (VIP Dub),Kenny Segal,1533932310,1
7FAIbXzdXDjOccdMaTxmwz,Brains Flew By (1964 version),Westside Gunn,1533932663,1
0IabpxMpUV7waD7U4uDIMJ,Impossible,Travis Scott,1533932901,1
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,1533933258,1
0L1tKUzrIkBqFxl5rUqeSn,Keep It Alive!,Kero One,1533933444,1
2O95q589XTVHxlbaCrc3yB,I Don't Know (feat. Adad),Elements of Music,1533933665,1
0q3e8Pgy4sgy1dzq5JIWVC,Girls In Pearls,S.Maharba,1533933752,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533934000,1
2Mdx3e6CojhqiR85uubsaj,Relapse,Knxwledge,1533934312,1
5hLTUkTuiGT7Xf3Hpn36h2,10538 Overture,Electric Light Orchestra,1533934674,1
4aNsaULjrRRMUPXP9IcDEa,Rebirth of Cool,DJ Cam Quartet,1533934969,1
0r1sOGFlp5or50ez2NQr95,Freedom Is Free,Chicano Batman,1533935253,1
43ouKEbDr397DJEd0Oe2ap,Run,Chicano Batman,1533935537,1
2wsW7FXHByxfP6Qzwf4iaj,Black Lipstick,Chicano Batman,1533935761,1
2TtfZ8mzvb45VzPvzOatjr,Stoned Soul Picnic,Chicano Batman,1533936024,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1533936298,1
0UcRp6HeHiGDXyuzINtd7P,Kemal,Generationals,1533936802,1
4vTCp3sD36YIm2PsJ1w5CT,Kinky Lola,Francobollo,1533937048,1
4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,Weezer,1533937306,1
4YwNf1fLZt9IQhJeHNWfBi,Intro,J. Cole,1533937660,1
4z5Wok98ZeXmtjlcajbPmx,Movie Finale,Madlib,1533937818,1
7hniD3L7AJUoBpytFpkcDn,Cary Me Back,Mild High Club,1533940473,1
5YpeGkqIZBKCBLIvvG7KsF,SoCal,Dom Peluso the R.A.M,1533940593,1
03jaD8yizTrRPD4KPB2dZ5,The Diff'rence,J Dilla,1533940786,1
2HjukRh8jwoQm3MAuqwpib,Home at Last,HOMESHAKE,1533941062,1
3zKQ7LvEHjW3v1e2MTBxU0,Pete's Jazz,Pete Rock,1533941500,1
4q0CeoDsBdFYCDDj3a6Jej,Watching Him Fade Away,Mac DeMarco,1533941691,1
2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,1533942026,1
1vIF4ZNaGZvGER6B5OIIQ1,Hold On John - Bonus,Johnson&Jonson,1533942213,1
77iRifbhkJGvGBBRNykUwN,Suddenly,Drugdealer,1533942417,1
2GRDDzw7TnGRawKSZPnKv2,West (feat. Daniel Caesar),River Tiber,1533942565,1
1KHdXgBdPvihVRLO1EM25z,I Really Don't Care,Bilal,1533942761,1
0siH4BEjWLnRybz0KyXrlw,Baby,J Dilla,1533942964,1
1Y63rJLx2KbigqvlXXwRNX,Blossom,Curtis Roach,1533943277,1
7ux3GagFGzxUtHOpWSQNUS,For The People,Pete Rock,1533943544,1
2noZyJJ8acXelnG0Id4raV,Awake,Generationals,1533943784,1
0nDyuRDSaYF0Zf9XHpKFsU,Keep It Alive! Instro (Instrumental),Kero One,1533944073,1
3qT1rUsSg9Qf43YMFwX4vm,Lost in Translation /1,infinite bisous,1533944305,1
7qU7vhCPKhkDiJYGoboISc,Apocalypse Dreams,Tame Impala,1533944665,1
6rtwULJIwFVMSU0g4FY6zf,Bowlly Goes Dancing Drunk into the Future,Loving,1533945329,1
66MpvsWO5O7gy9LjXGFw6I,Maria También,Khruangbin,1533945574,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1533945904,1
77iRifbhkJGvGBBRNykUwN,Suddenly,Drugdealer,1533946126,1
6R1qYGx8abmNGz0yPNQQpL,Chameleon World,Jerry Paper,1533946282,1
6YGVK9xgH2LI4Ghw6gqUxx,Paint Me Silver,Pond,1533946336,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533946452,1
18rQjB8xZ46yx4ZXbytc18,Whatgoesaround,Cookin Soul,1533946562,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1533958972,1
4vTCp3sD36YIm2PsJ1w5CT,Kinky Lola,Francobollo,1533959163,1
49fueUd2ik003xurF75RB6,Under the Sheets,HOMESHAKE,1533959382,1
0vBTlZLCQFlPIyUo0YYQDR,Walk On By,The Equatics,1533959708,1
1mFHMzbaECWFaPfoePoEYl,Late,Kanye West,1533959943,1
1mT6bWmDk49SpjrZGC96pa,Cue 1,Madlib,1533960011,1
03sEEzFv7vnD54KRwU47Ue,Red and Gold,MF DOOM,1533960334,1
0p1ZvKFcy7tRv9n6G9MQv1,Bustin Loose (feat. Saara Maria & Austin Antione),Joomanji,1533960534,1
1T9Ux4B1Jlb2jcsboQqIBK,Arrow Root,MF DOOM,1533960755,1
7vFgyZcyz3Db1X4S0RNOEA,Chinese Puzzle,Kraked Unit,1533960855,1
4HA4lfsAf9h1loCFZVs40D,City Lights,Jonwayne,1533961090,1
7zli6jp0kEVxIa51A7TCKr,The Contender,Menahan Street Band,1533961314,1
66UI237YMw6AL6S72FGKND,AA,Isaiah Rashad,1533961569,1
5iCdECVcGtR2DMEjPM92yn,Supreme,Ratatat,1533961744,1
6KX9OBcB9yiCiu4deWRPsh,Don't Be Jelly,Blu & Exile,1533961966,1
3YpZCyr3OOQsASKaUUzrQ2,ATM,J. Cole,1533962177,1
7yZTPEXSUqWw7sEYKKDv2N,Every Single Thing,HOMESHAKE,1533962336,1
6so48MMmpvNnVW0SIJMhiP,Too Dark,Frankie Cosmos,1533962495,1
242xSYKIw1ZUF1lopmUwyk,Sam Cook,Illa J,1533962844,1
5cZpwmXGzDvBDX9Iv6wXzx,PROM / KING,Saba,1533962892,1
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,Mac Miller,1533963089,1
4gT3mNJA8lnlkYFqGZ8IA2,Small Worlds,Mac Miller,1533963201,1
1HGSEG87jSSNAjUZWTFE1y,Crystal Balls on Roll (South Africa),Dumbo Gets Mad,1533963431,1
0r1sOGFlp5or50ez2NQr95,Freedom Is Free,Chicano Batman,1533963671,1
0IabpxMpUV7waD7U4uDIMJ,Impossible,Travis Scott,1533963935,1
4HWIwnpTzT2VzVvvo3bYYv,Please Be It,Generationals,1533964219,1
3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,alt-J,1533964460,1
6TVF3IDy7LpY0oBQl9RY07,Don't Blame Yourself,Chaz Bundick Meets The Mattson 2,1534023321,1
0r1sOGFlp5or50ez2NQr95,Freedom Is Free,Chicano Batman,1534023560,1
1tdmrgGO5H0zWRkNqT6UT4,I'm the Moon,Spooky Mansion,1534023714,1
6rtwULJIwFVMSU0g4FY6zf,Bowlly Goes Dancing Drunk into the Future,Loving,1534023874,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1534024137,1
1oMkIvU8YIStqZ3KARcl5I,Grapes of Wrath,Ka,1534024354,1
3fQzTeYA61gdP4XN9vK7rb,Slow Blues - Instrumental,Wu-Tang Clan,1534024649,1
4riDfclV7kPDT9D58FpmHd,Some,Steve Lacy,1534024763,1
0djnjvuq3Lg71aZ3UK61D3,Trying To Be Cool,Phoenix,1534024986,1
1Gcg62WCWynIyjilpHFYTJ,Intro,Yellow Days,1534025201,1
6ZF2mJIitGF3XWaHxz8Mjw,Eucalyptus,MF DOOM,1534025360,1
2mR7rBYfObmaGrQWHIBQHv,To Make A Long Story Longer (feat. Jonwayne),Evidence,1534025622,1
72y9nLgVwQ8RvD04JkZAg5,Nothing More - Instrumental,Pete Rock,1534025864,1
3bFfgKNJokLhXcYYJOsCIq,Darkness (HBU),Nehruviandoom,1534026115,1
1yyoECuzomr8VqgAWnMTPu,You and Me,Mild High Club,1534026407,1
5GUvXUx0GbyBKO2f8yQxFn,Mona Lisa,Monte Booker,1534031176,1
6R1qYGx8abmNGz0yPNQQpL,Chameleon World,Jerry Paper,1534031335,1
18rQjB8xZ46yx4ZXbytc18,Whatgoesaround,Cookin Soul,1534031451,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1534031777,1
1R6nmC4HUGOGSKU02Wqa0v,The Coolest,Lupe Fiasco,1534101139,1
6MDLO5bi8mGexqSwF9KmpH,Lilly,Toro y Moi,1534101405,1
1tdmrgGO5H0zWRkNqT6UT4,I'm the Moon,Spooky Mansion,1534101561,1
6rtwULJIwFVMSU0g4FY6zf,Bowlly Goes Dancing Drunk into the Future,Loving,1534101716,1
49fueUd2ik003xurF75RB6,Under the Sheets,HOMESHAKE,1534101935,1
6efkcs2aUBMFKxl0cl2JWQ,Wild Irish Roses,Smino,1534102132,1
5W080sGnxUROqtv6tL5m07,Expansions,Lonnie Liston Smith,1534102513,1
1TYdUvbfiNxhUOUULpJYHx,What's the Price,ZuluZuluu,1534102802,1
0MZuJcPrGNzu3TVxafDMyB,Play First,Calez,1534103026,1
01yN7uIWsxLxtNieUZiSF7,Rounds,Vritra,1534103281,1
3oYnV0drVKpxvrHiP9shSP,What I Tell Kids,Dom Kennedy,1534103393,1
624w3LZtZ5Ij0N5LxhV5jx,Slept to Death,Statik Selektah,1534103577,1
2mR7rBYfObmaGrQWHIBQHv,To Make A Long Story Longer (feat. Jonwayne),Evidence,1534112226,1
6R1qYGx8abmNGz0yPNQQpL,Chameleon World,Jerry Paper,1534112455,1
6HDM2OxgzJ28iEhNWq0KQ8,Summer Maddness S.A.,Karriem Riggins,1534112726,1
0sTe65yZkeWA3COxE0lHq4,Too Late to Turn Back,El Michels Affair,1534112957,1
52eYVUkFTOVozbVFIaFrnV,Tony Tone,A$AP Rocky,1534114388,1
1tdmrgGO5H0zWRkNqT6UT4,I'm the Moon,Spooky Mansion,1534114548,1
5ICdHl6m8XMMZbvAR3fylo,Guilty,Lady Wray,1534123706,1
7abPXehMoF3iV4LJddq8ar,Kill the Dream,Jerry Paper,1534123917,1
03sEEzFv7vnD54KRwU47Ue,Red and Gold,MF DOOM,1534128078,1
7FXj7qI1rSovFpvVjleUrE,Oakland Blackouts,Hieroglyphics,1534131482,1
6rtwULJIwFVMSU0g4FY6zf,Bowlly Goes Dancing Drunk into the Future,Loving,1534131692,1
0SSYId9APdlTyWRwcXPky3,samba to massage your mate by,Wun Two,1534131900,1
3qT1rUsSg9Qf43YMFwX4vm,Lost in Translation /1,infinite bisous,1534132097,1
36zo4OJWNRgABwaf8QXWoP,It's Better for You (feat. Anderson Paak),Shafiq Husayn,1534132352,1
5ICdHl6m8XMMZbvAR3fylo,Guilty,Lady Wray,1534132507,1
5WQ51za703KiiBqWjF54Nm,Zoom Out,Jerry Paper,1534132670,1
7abPXehMoF3iV4LJddq8ar,Kill the Dream,Jerry Paper,1534132926,1
72TgoXc6ASwFQ11UuPqtgS,Pimp Hand,The Purist,1534133109,1
2NxIp9jbmsnaIiAExWOEo0,Poe Mans Dreams (His Vice),Kendrick Lamar,1534133851,1
7dDYobgpyZzWdOFdzoOkNp,Whole Wide World,Declaime,1534201786,1
7bp5DfkdK1OAvNJ1U4HfDA,Shadowboxin',GZA,1534201959,1
3ayr466SicYLcMRSCuiOSL,Basic Instinct,Quasimoto,1534202090,1
7tx1TUJrT6qxXFXAELqbev,Thieves In The Night,Black Star,1534202180,1
2IwBYAfqI7e1RRB8iJAW6J,Stargazers,Jerry Paper,1534202379,1
6mBfiNcw9LES1qAaq2HFlS,Summer of Our Discontent,Sugar Candy Mountain,1534266197,1
6R1qYGx8abmNGz0yPNQQpL,Chameleon World,Jerry Paper,1534266355,1
2AuBG5qPspUXiwE02r6nVP,Give Thanks (feat. Niamaj),Kero One,1534266628,1
2OuPR1aeHm3oZcvjarDDow,Paper Habits,Curren$y,1534266833,1
3FQCunuHk5y4T1FLnlH3Fb,Best One,NxWorries,1534267040,1
2ZQSRyJeY3HDJ99w0dFhfg,Forever Dumb,Surf Curse,1534267293,1
5McUWmzhUy41Sbibtvk2Zw,Undeniable,Mild High Club,1534267442,1
2RXwaxD5vfbNjsu5FPWb46,Rolling On,The Murlocs,1534276754,1
0fDFzVTG8c2fW9EM5f1RHM,Indian Food,Dumbo Gets Mad,1534276963,1
7qPdc4CH1GGZaHBImyoZ69,Tesselation,Mild High Club,1534277110,1
25SJaCCPiosugnlY53VhRG,Freaking Out the Neighborhood,Mac DeMarco,1534277279,1
1s5wRbjKYS4PwvRiUDGtVt,Lake Superior,The Arcs,1534277564,1
5VarZFY00sO54HErJ3TPCI,So Good At Being in Trouble,Unknown Mortal Orchestra,1534277811,1
3tTsHrJBgM1tfqE6eFMDQ5,Catamaran,Allah-Las,1534278154,1
6rpi77GqamZNoltbZ5ksdi,Cycles of Existential Rhyme,Chicano Batman,1534278405,1
7KwJrAQMoJyUEBes3evMLv,Orpheus Under the Influence,The Buttertones,1534278534,1
1osYkIYegkLLnPutvItBta,Finger,Ty Segall,1534278755,1
14q1CWouLEjFT6zu5re8hR,Sick Shit,together PANGEA,1534279203,1
6bwWYNvvCLpE2QfpbfmnXK,Praise,together PANGEA,1534279359,1
1eXlyZrOqe00FBVo7DhRTk,Offer,together PANGEA,1534279508,1
3u9AaQ0IiJE8y2xPGuyoi3,Better Find Out,together PANGEA,1534279607,1
5tQkgG7unCiJxaOFp5yc5O,Badillac,together PANGEA,1534279750,1
11W3dA4aWB4NsbucZhxa57,Does He Really Care,together PANGEA,1534279841,1
71U7k9l1euqfmGMiAddU9O,Too Drunk to Come,together PANGEA,1534279986,1
0NfSMz5gjgVnLUzRHyHLVW,Summertime,together PANGEA,1534280029,1
0xzJttTWG2szqdIORse5Sy,Crawling After You,Bass Drum of Death,1534280271,1
4wnQEnWsfIFJu21rxtclv2,Stain Stick Skin,Bass Drum of Death,1534280477,1
6QuSmqMucDaHvpYncC01dp,I Thought I Told You,Bass Drum of Death,1534280681,1
6QAAR68b3RU8PHKZ0CTK9D,Velvet Itch,Bass Drum of Death,1534280852,1
57QZeBhHRLiWhIpjHvKtND,Get Found,Bass Drum of Death,1534281029,1
7u9wHuTweZBIlEGS1FizDj,Leaves,Bass Drum of Death,1534281066,1
7bp5DfkdK1OAvNJ1U4HfDA,Shadowboxin',GZA,1534281275,1
